claim_id,policy_id,customer_id,claim_date,claim_amount,claim_type,status
CLM00370,POL00370,CUST00370,2023-02-09,10617.1,Vandalism,Approved
CLM00371,POL00371,CUST00371,2023-11-23,6866.97,Theft,Approved
CLM00372,POL00372,CUST00372,2022-03-30,5568.11,Fire,Pending
CLM00373,POL00373,CUST00373,2022-11-14,9067.74,Theft,Approved
CLM00374,POL00374,CUST00374,2023-07-16,9937.61,Theft,Approved
CLM00375,POL00375,CUST00375,2023-03-13,12679.6,Collision,Pending
CLM00376,POL00376,CUST00376,2022-07-08,257.08,Vandalism,Pending
CLM00377,POL00377,CUST00377,2023-09-10,1706.19,Vandalism,Rejected
CLM00378,POL00378,CUST00378,2023-03-08,2311.68,Collision,Approved
CLM00379,POL00379,CUST00379,2023-07-14,5301.67,Collision,Rejected
CLM00380,POL00380,CUST00380,2023-02-23,10428.72,Fire,Approved
CLM00381,POL00381,CUST00381,2023-01-29,4670.41,Fire,Approved
CLM00382,POL00382,CUST00382,2022-03-20,14415.23,Fire,Rejected
CLM00383,POL00383,CUST00383,2023-04-16,7514.14,Fire,Approved
CLM00384,POL00384,CUST00384,2023-04-01,14996.57,Collision,Approved
CLM00385,POL00385,CUST00385,2023-11-19,7221.5,Vandalism,Rejected
CLM00386,POL00386,CUST00386,2023-03-28,3577.41,Fire,Approved
CLM00387,POL00387,CUST00387,2022-12-21,1780.51,Collision,Approved
CLM00388,POL00388,CUST00388,2022-09-16,4227.54,Fire,Approved
CLM00389,POL00389,CUST00389,2022-09-13,3180.08,Theft,Pending
CLM00390,POL00390,CUST00390,2023-10-04,18756.25,Vandalism,Rejected
CLM00391,POL00391,CUST00391,2023-11-13,14981.27,Theft,Approved
CLM00392,POL00392,CUST00392,2022-08-04,11192.84,Fire,Pending
CLM00393,POL00393,CUST00393,2022-10-11,5456.84,Theft,Rejected
CLM00394,POL00394,CUST00394,2023-04-21,7505.16,Fire,Pending
CLM00395,POL00395,CUST00395,2022-09-09,1083.57,Vandalism,Approved
CLM00396,POL00396,CUST00396,2023-05-28,7477.87,Fire,Approved
CLM00397,POL00397,CUST00397,2023-05-25,11075.26,Theft,Approved
CLM00398,POL00398,CUST00398,2023-03-03,17205.72,Vandalism,Rejected
CLM00399,POL00399,CUST00399,2022-12-18,9484.1,Vandalism,Approved
CLM00400,POL00400,CUST00400,2022-07-16,338.77,Theft,Pending
CLM00401,POL00401,CUST00401,2023-10-12,4844.51,Collision,Rejected
CLM00402,POL00402,CUST00402,2023-08-23,6890.53,Fire,Approved
CLM00403,POL00403,CUST00403,2023-06-04,12997.46,Vandalism,Approved
CLM00404,POL00404,CUST00404,2023-07-12,10641.71,Collision,Approved
CLM00405,POL00405,CUST00405,2022-07-31,4956.78,Collision,Pending
CLM00406,POL00406,CUST00406,2022-09-27,404.86,Fire,Approved
CLM00407,POL00407,CUST00407,2022-12-23,336.53,Fire,Rejected
CLM00408,POL00408,CUST00408,2023-05-09,6644.37,Theft,Approved
CLM00409,POL00409,CUST00409,2023-03-24,18109.77,Collision,Pending
CLM00410,POL00410,CUST00410,2023-08-13,10471.17,Fire,Approved
CLM00411,POL00411,CUST00411,2022-01-23,4245.61,Collision,Approved
CLM00412,POL00412,CUST00412,2023-10-12,8072.33,Collision,Approved
CLM00413,POL00413,CUST00413,2022-08-24,14729.94,Collision,Rejected
CLM00414,POL00414,CUST00414,2022-05-16,12044.83,Fire,Pending
CLM00415,POL00415,CUST00415,2023-07-29,16476.93,Collision,Approved
CLM00416,POL00416,CUST00416,2022-04-14,18103.98,Vandalism,Approved
CLM00417,POL00417,CUST00417,2023-08-19,3522.81,Vandalism,Rejected
CLM00418,POL00418,CUST00418,2023-02-21,11897.6,Theft,Pending
CLM00419,POL00419,CUST00419,2023-06-25,5918.07,Fire,Pending
CLM00420,POL00420,CUST00420,2022-12-06,3850.24,Theft,Approved
CLM00421,POL00421,CUST00421,2023-11-07,233.05,Vandalism,Pending
CLM00422,POL00422,CUST00422,2022-08-06,4353.26,Fire,Approved
CLM00423,POL00423,CUST00423,2023-12-31,10326.11,Vandalism,Rejected
CLM00424,POL00424,CUST00424,2023-04-26,10191.96,Vandalism,Approved
CLM00425,POL00425,CUST00425,2023-03-28,10371.96,Vandalism,Pending
CLM00426,POL00426,CUST00426,2022-07-29,2652.33,Theft,Rejected
CLM00427,POL00427,CUST00427,2022-08-17,5365.65,Theft,Approved
CLM00428,POL00428,CUST00428,2023-02-24,286.64,Vandalism,Rejected
CLM00429,POL00429,CUST00429,2022-12-25,12828.2,Collision,Approved
CLM00430,POL00430,CUST00430,2022-10-23,10378.04,Theft,Pending
CLM00431,POL00431,CUST00431,2022-08-15,12129.45,Vandalism,Pending
CLM00432,POL00432,CUST00432,2023-08-21,5617.37,Collision,Approved
CLM00433,POL00433,CUST00433,2023-06-03,4705.96,Vandalism,Approved
CLM00434,POL00434,CUST00434,2023-11-22,13894.69,Collision,Rejected
CLM00435,POL00435,CUST00435,2022-01-14,18512.11,Collision,Approved
CLM00436,POL00436,CUST00436,2023-06-01,18232.69,Collision,Rejected
CLM00437,POL00437,CUST00437,2023-02-27,3253.05,Theft,Pending
CLM00438,POL00438,CUST00438,2023-08-25,7023.12,Collision,Pending
CLM00439,POL00439,CUST00439,2022-09-15,19017.64,Collision,Approved
CLM00440,POL00440,CUST00440,2023-07-06,5507.31,Theft,Pending
CLM00441,POL00441,CUST00441,2023-09-16,14328.0,Fire,Approved
CLM00442,POL00442,CUST00442,2022-10-03,6530.63,Collision,Approved
CLM00443,POL00443,CUST00443,2023-08-14,5351.83,Collision,Pending
CLM00444,POL00444,CUST00444,2022-09-10,8898.81,Theft,Approved
CLM00445,POL00445,CUST00445,2022-03-14,19125.67,Vandalism,Pending
CLM00446,POL00446,CUST00446,2024-01-01,7625.99,Fire,Pending
CLM00447,POL00447,CUST00447,2022-05-04,7870.97,Fire,Pending
CLM00448,POL00448,CUST00448,2023-07-13,18188.43,Fire,Pending
CLM00449,POL00449,CUST00449,2022-11-26,4578.76,Fire,Approved
CLM00450,POL00450,CUST00450,2022-11-02,11677.13,Collision,Approved
CLM00451,POL00451,CUST00451,2022-10-05,2103.91,Theft,Pending
CLM00452,POL00452,CUST00452,2023-07-06,9155.47,Fire,Rejected
CLM00453,POL00453,CUST00453,2022-05-05,4736.94,Vandalism,Approved
CLM00454,POL00454,CUST00454,2023-09-05,14566.25,Theft,Approved
CLM00455,POL00455,CUST00455,2023-05-24,12196.57,Theft,Pending
CLM00456,POL00456,CUST00456,2023-02-26,11567.75,Theft,Pending
CLM00457,POL00457,CUST00457,2022-02-26,4489.95,Vandalism,Pending
CLM00458,POL00458,CUST00458,2022-07-13,19756.14,Fire,Approved
CLM00459,POL00459,CUST00459,2022-10-22,662.92,Theft,Pending
CLM00460,POL00460,CUST00460,2023-04-01,10851.32,Vandalism,Pending
CLM00461,POL00461,CUST00461,2022-02-27,11659.64,Vandalism,Rejected
CLM00462,POL00462,CUST00462,2023-10-28,11892.16,Theft,Pending
CLM00463,POL00463,CUST00463,2022-08-14,10935.45,Theft,Pending
CLM00464,POL00464,CUST00464,2023-12-04,3607.09,Vandalism,Approved
CLM00465,POL00465,CUST00465,2022-01-07,19171.51,Fire,Pending
CLM00466,POL00466,CUST00466,2023-08-04,6420.54,Vandalism,Rejected
CLM00467,POL00467,CUST00467,2022-12-19,12316.72,Fire,Rejected
CLM00468,POL00468,CUST00468,2023-02-16,12697.22,Theft,Rejected
CLM00469,POL00469,CUST00469,2022-08-28,3812.37,Collision,Pending
CLM00470,POL00470,CUST00470,2023-01-03,16127.39,Vandalism,Rejected
CLM00471,POL00471,CUST00471,2023-10-25,19459.24,Theft,Rejected
CLM00472,POL00472,CUST00472,2023-08-03,6954.67,Fire,Pending
CLM00473,POL00473,CUST00473,2022-10-25,2628.59,Theft,Pending
CLM00474,POL00474,CUST00474,2022-03-06,19539.09,Theft,Pending
CLM00475,POL00475,CUST00475,2023-07-10,10152.42,Collision,Pending
CLM00476,POL00476,CUST00476,2022-08-16,14272.71,Collision,Approved
CLM00477,POL00477,CUST00477,2022-07-07,13612.01,Theft,Rejected
CLM00478,POL00478,CUST00478,2022-01-19,13396.61,Vandalism,Approved
CLM00479,POL00479,CUST00479,2023-02-24,19065.99,Theft,Approved
CLM00480,POL00480,CUST00480,2023-07-03,12105.45,Collision,Approved
CLM00481,POL00481,CUST00481,2023-08-01,9537.56,Vandalism,Approved
CLM00482,POL00482,CUST00482,2022-06-19,15330.38,Fire,Rejected
CLM00483,POL00483,CUST00483,2022-10-11,685.3,Vandalism,Approved
CLM00484,POL00484,CUST00484,2022-11-24,14963.29,Theft,Rejected
CLM00485,POL00485,CUST00485,2023-02-01,18598.71,Vandalism,Pending
CLM00486,POL00486,CUST00486,2022-11-16,19317.59,Theft,Rejected
CLM00487,POL00487,CUST00487,2022-06-28,2017.78,Theft,Pending
CLM00488,POL00488,CUST00488,2023-05-11,18069.15,Vandalism,Pending
CLM00489,POL00489,CUST00489,2022-05-13,12479.74,Collision,Pending
CLM00490,POL00490,CUST00490,2022-07-07,15759.66,Fire,Rejected
CLM00491,POL00491,CUST00491,2023-05-01,14936.01,Theft,Approved
CLM00492,POL00492,CUST00492,2022-05-24,714.49,Fire,Approved
CLM00493,POL00493,CUST00493,2023-05-28,5876.27,Theft,Rejected
CLM00494,POL00494,CUST00494,2022-04-14,11439.5,Theft,Pending
CLM00495,POL00495,CUST00495,2023-01-31,15229.69,Collision,Pending
CLM00496,POL00496,CUST00496,2022-07-18,16423.59,Collision,Approved
CLM00497,POL00497,CUST00497,2023-04-14,13812.12,Theft,Pending
CLM00498,POL00498,CUST00498,2023-07-29,2704.08,Fire,Rejected
CLM00499,POL00499,CUST00499,2022-06-13,11316.38,Collision,Rejected
CLM00500,POL00500,CUST00500,2022-12-18,12444.63,Theft,Approved
CLM00501,POL00501,CUST00501,2023-12-15,17569.1,Vandalism,Approved
CLM00502,POL00502,CUST00502,2022-04-19,6320.78,Collision,Approved
CLM00503,POL00503,CUST00503,2023-03-26,13959.39,Theft,Approved
CLM00504,POL00504,CUST00504,2022-01-31,8102.29,Collision,Rejected
CLM00505,POL00505,CUST00505,2023-02-09,2865.43,Collision,Rejected
CLM00506,POL00506,CUST00506,2023-12-02,2164.23,Theft,Rejected
CLM00507,POL00507,CUST00507,2023-06-17,17815.24,Collision,Rejected
CLM00508,POL00508,CUST00508,2022-04-08,1474.13,Fire,Approved
CLM00509,POL00509,CUST00509,2023-03-19,10323.94,Collision,Rejected
CLM00510,POL00510,CUST00510,2023-06-18,11585.84,Collision,Rejected
CLM00511,POL00511,CUST00511,2023-10-11,17906.24,Vandalism,Approved
CLM00512,POL00512,CUST00512,2022-11-05,3650.51,Vandalism,Approved
CLM00513,POL00513,CUST00513,2022-11-16,6825.59,Fire,Pending
CLM00514,POL00514,CUST00514,2022-07-11,14184.93,Theft,Rejected
CLM00515,POL00515,CUST00515,2022-08-19,5870.42,Fire,Approved
CLM00516,POL00516,CUST00516,2023-08-06,1243.92,Collision,Pending
CLM00517,POL00517,CUST00517,2022-09-04,10144.52,Fire,Pending
CLM00518,POL00518,CUST00518,2022-09-08,6488.83,Collision,Approved
CLM00519,POL00519,CUST00519,2023-03-10,12771.13,Vandalism,Pending
CLM00520,POL00520,CUST00520,2023-09-15,12571.4,Collision,Rejected
CLM00521,POL00521,CUST00521,2023-04-27,16595.38,Collision,Approved
CLM00522,POL00522,CUST00522,2023-01-07,12789.99,Theft,Rejected
CLM00523,POL00523,CUST00523,2022-07-31,6684.8,Vandalism,Approved
CLM00524,POL00524,CUST00524,2023-12-15,17823.54,Collision,Approved
CLM00525,POL00525,CUST00525,2023-12-14,9768.05,Vandalism,Approved
CLM00526,POL00526,CUST00526,2023-07-21,18228.26,Theft,Pending
CLM00527,POL00527,CUST00527,2022-11-16,4696.98,Fire,Pending
CLM00528,POL00528,CUST00528,2023-09-11,16262.41,Theft,Pending
CLM00529,POL00529,CUST00529,2023-12-02,12862.45,Vandalism,Rejected
CLM00530,POL00530,CUST00530,2022-12-24,16124.64,Collision,Rejected
CLM00531,POL00531,CUST00531,2023-03-13,12890.98,Fire,Rejected
CLM00532,POL00532,CUST00532,2023-01-21,19353.23,Collision,Approved
CLM00533,POL00533,CUST00533,2023-03-22,3649.87,Fire,Approved
CLM00534,POL00534,CUST00534,2023-08-09,17637.87,Fire,Rejected
CLM00535,POL00535,CUST00535,2022-08-07,2007.69,Vandalism,Pending
CLM00536,POL00536,CUST00536,2022-01-27,386.7,Fire,Pending
CLM00537,POL00537,CUST00537,2023-02-05,5807.74,Fire,Pending
CLM00538,POL00538,CUST00538,2023-01-02,6902.36,Collision,Approved
CLM00539,POL00539,CUST00539,2023-01-06,5732.28,Collision,Pending
CLM00540,POL00540,CUST00540,2023-01-12,17829.59,Theft,Pending
CLM00541,POL00541,CUST00541,2023-05-13,16868.68,Collision,Approved
CLM00542,POL00542,CUST00542,2022-03-06,10744.59,Theft,Approved
CLM00543,POL00543,CUST00543,2022-04-08,9860.26,Vandalism,Rejected
CLM00544,POL00544,CUST00544,2023-12-03,15247.37,Fire,Approved
CLM00545,POL00545,CUST00545,2023-06-06,1949.27,Collision,Rejected
CLM00546,POL00546,CUST00546,2022-04-09,5167.66,Fire,Pending
CLM00547,POL00547,CUST00547,2022-06-09,608.94,Fire,Rejected
CLM00548,POL00548,CUST00548,2022-11-08,4216.71,Fire,Rejected
CLM00549,POL00549,CUST00549,2023-11-22,14389.53,Fire,Rejected
CLM00550,POL00550,CUST00550,2022-08-28,952.39,Theft,Approved
CLM00551,POL00551,CUST00551,2023-08-09,4031.44,Collision,Approved
CLM00552,POL00552,CUST00552,2023-02-03,19303.01,Vandalism,Approved
CLM00553,POL00553,CUST00553,2022-02-01,8014.41,Fire,Pending
CLM00554,POL00554,CUST00554,2022-08-19,15465.76,Collision,Approved
CLM00555,POL00555,CUST00555,2023-02-04,5826.01,Fire,Pending
CLM00556,POL00556,CUST00556,2022-06-30,19173.5,Collision,Rejected
CLM00557,POL00557,CUST00557,2023-07-25,12841.36,Vandalism,Approved
CLM00558,POL00558,CUST00558,2023-05-08,13936.63,Collision,Rejected
CLM00559,POL00559,CUST00559,2023-01-25,12598.96,Collision,Rejected
CLM00560,POL00560,CUST00560,2022-09-03,15613.08,Vandalism,Pending
CLM00561,POL00561,CUST00561,2023-06-02,10199.11,Fire,Rejected
CLM00562,POL00562,CUST00562,2022-07-15,2836.21,Fire,Pending
CLM00563,POL00563,CUST00563,2022-04-14,4066.33,Collision,Approved
CLM00564,POL00564,CUST00564,2022-11-18,12026.29,Vandalism,Pending
CLM00565,POL00565,CUST00565,2023-02-13,9284.1,Vandalism,Rejected
CLM00566,POL00566,CUST00566,2023-04-29,12675.68,Theft,Rejected
CLM00567,POL00567,CUST00567,2023-07-02,8644.49,Fire,Approved
CLM00568,POL00568,CUST00568,2023-03-15,7917.25,Theft,Approved
CLM00569,POL00569,CUST00569,2023-12-15,18019.74,Theft,Approved
CLM00570,POL00570,CUST00570,2023-04-14,7096.46,Collision,Approved
CLM00571,POL00571,CUST00571,2023-05-07,17787.39,Vandalism,Approved
CLM00572,POL00572,CUST00572,2022-08-20,14728.49,Vandalism,Pending
CLM00573,POL00573,CUST00573,2023-02-03,19878.3,Vandalism,Rejected
CLM00574,POL00574,CUST00574,2023-07-27,19778.43,Fire,Pending
CLM00575,POL00575,CUST00575,2023-08-08,4666.36,Collision,Pending
CLM00576,POL00576,CUST00576,2022-09-11,2282.12,Collision,Approved
CLM00577,POL00577,CUST00577,2022-01-11,7269.36,Fire,Approved
CLM00578,POL00578,CUST00578,2022-12-18,16000.7,Fire,Rejected
CLM00579,POL00579,CUST00579,2023-07-29,16294.94,Vandalism,Rejected
CLM00580,POL00580,CUST00580,2023-05-09,1824.27,Fire,Rejected
CLM00581,POL00581,CUST00581,2023-01-18,6289.47,Fire,Pending
CLM00582,POL00582,CUST00582,2022-06-08,5374.94,Collision,Pending
CLM00583,POL00583,CUST00583,2022-11-13,15163.71,Vandalism,Approved
CLM00584,POL00584,CUST00584,2022-06-23,7209.18,Theft,Approved
CLM00585,POL00585,CUST00585,2023-08-22,11824.53,Theft,Pending
CLM00586,POL00586,CUST00586,2022-04-02,4131.42,Vandalism,Approved
CLM00587,POL00587,CUST00587,2022-08-14,9892.1,Vandalism,Approved
CLM00588,POL00588,CUST00588,2023-02-01,3915.96,Fire,Approved
CLM00589,POL00589,CUST00589,2022-05-02,16605.67,Theft,Pending
CLM00590,POL00590,CUST00590,2022-03-03,9615.29,Fire,Pending
CLM00591,POL00591,CUST00591,2022-10-01,18347.92,Vandalism,Pending
CLM00592,POL00592,CUST00592,2022-12-12,12346.12,Vandalism,Pending
CLM00593,POL00593,CUST00593,2022-09-02,8085.22,Collision,Pending
CLM00594,POL00594,CUST00594,2023-10-29,1233.85,Fire,Approved
CLM00595,POL00595,CUST00595,2022-01-27,2306.65,Vandalism,Rejected
CLM00596,POL00596,CUST00596,2023-04-21,19101.0,Vandalism,Rejected
CLM00597,POL00597,CUST00597,2023-10-18,10618.7,Collision,Rejected
CLM00598,POL00598,CUST00598,2023-10-03,16273.5,Fire,Pending
CLM00599,POL00599,CUST00599,2022-02-06,17909.3,Fire,Approved
CLM00600,POL00600,CUST00600,2022-02-24,15744.21,Fire,Pending
CLM00601,POL00601,CUST00601,2023-06-07,10250.77,Vandalism,Approved
CLM00602,POL00602,CUST00602,2023-03-10,2058.99,Theft,Pending
CLM00603,POL00603,CUST00603,2022-05-15,12181.54,Theft,Pending
CLM00604,POL00604,CUST00604,2022-10-24,13995.81,Collision,Rejected
CLM00605,POL00605,CUST00605,2023-08-14,8345.76,Vandalism,Approved
CLM00606,POL00606,CUST00606,2023-04-09,11040.84,Vandalism,Rejected
CLM00607,POL00607,CUST00607,2022-09-16,7536.96,Vandalism,Rejected
CLM00608,POL00608,CUST00608,2022-09-07,5333.06,Collision,Rejected
CLM00609,POL00609,CUST00609,2022-04-27,6099.69,Vandalism,Approved
CLM00610,POL00610,CUST00610,2023-08-08,10307.15,Collision,Pending
CLM00611,POL00611,CUST00611,2022-03-24,5382.96,Theft,Approved
CLM00612,POL00612,CUST00612,2022-07-01,11536.16,Collision,Pending
CLM00613,POL00613,CUST00613,2023-08-31,12251.35,Theft,Pending
CLM00614,POL00614,CUST00614,2023-12-06,12387.58,Theft,Pending
CLM00615,POL00615,CUST00615,2022-03-31,6783.18,Collision,Approved
CLM00616,POL00616,CUST00616,2022-10-03,15854.51,Theft,Rejected
CLM00617,POL00617,CUST00617,2022-01-10,3858.23,Collision,Pending
CLM00618,POL00618,CUST00618,2023-08-23,2013.87,Fire,Approved
CLM00619,POL00619,CUST00619,2022-04-07,2098.73,Theft,Approved
CLM00620,POL00620,CUST00620,2022-02-17,14523.13,Vandalism,Pending
CLM00621,POL00621,CUST00621,2023-09-05,7377.82,Collision,Approved
CLM00622,POL00622,CUST00622,2023-12-18,3237.03,Fire,Rejected
CLM00623,POL00623,CUST00623,2023-05-10,5556.68,Collision,Pending
CLM00624,POL00624,CUST00624,2023-11-07,6625.55,Fire,Approved
CLM00625,POL00625,CUST00625,2022-10-17,17363.11,Vandalism,Approved
CLM00626,POL00626,CUST00626,2023-06-21,5893.98,Collision,Rejected
CLM00627,POL00627,CUST00627,2023-11-06,3903.5,Vandalism,Approved
CLM00628,POL00628,CUST00628,2022-03-26,3044.45,Vandalism,Rejected
CLM00629,POL00629,CUST00629,2023-04-17,10467.38,Theft,Approved
CLM00630,POL00630,CUST00630,2022-11-12,12126.45,Collision,Approved
CLM00631,POL00631,CUST00631,2023-03-06,11258.98,Theft,Rejected
CLM00632,POL00632,CUST00632,2022-10-06,1913.23,Theft,Rejected
CLM00633,POL00633,CUST00633,2023-08-13,7779.22,Theft,Approved
CLM00634,POL00634,CUST00634,2022-07-29,10098.71,Vandalism,Approved
CLM00635,POL00635,CUST00635,2023-08-03,12837.8,Collision,Rejected
CLM00636,POL00636,CUST00636,2022-11-27,6094.07,Collision,Pending
CLM00637,POL00637,CUST00637,2023-10-17,7058.78,Theft,Rejected
CLM00638,POL00638,CUST00638,2023-05-22,5915.42,Theft,Pending
CLM00639,POL00639,CUST00639,2022-02-16,3314.72,Theft,Pending
CLM00640,POL00640,CUST00640,2022-06-08,4422.88,Collision,Pending
CLM00641,POL00641,CUST00641,2022-05-28,1851.66,Fire,Approved
CLM00642,POL00642,CUST00642,2023-05-15,16738.35,Vandalism,Approved
CLM00643,POL00643,CUST00643,2022-07-02,18970.05,Collision,Pending
CLM00644,POL00644,CUST00644,2022-12-06,19099.62,Fire,Approved
CLM00645,POL00645,CUST00645,2023-05-14,16370.58,Collision,Rejected
CLM00646,POL00646,CUST00646,2023-09-22,18280.67,Collision,Pending
CLM00647,POL00647,CUST00647,2023-04-29,5665.17,Theft,Approved
CLM00648,POL00648,CUST00648,2022-11-22,13118.84,Theft,Approved
CLM00649,POL00649,CUST00649,2023-02-06,13323.09,Collision,Approved
CLM00650,POL00650,CUST00650,2023-09-19,6528.8,Fire,Pending
CLM00651,POL00651,CUST00651,2022-06-26,4977.21,Vandalism,Pending
CLM00652,POL00652,CUST00652,2022-08-17,10567.45,Fire,Rejected
CLM00653,POL00653,CUST00653,2022-08-10,6747.38,Fire,Pending
CLM00654,POL00654,CUST00654,2023-02-16,7758.91,Vandalism,Pending
CLM00655,POL00655,CUST00655,2022-01-30,8807.64,Theft,Approved
CLM00656,POL00656,CUST00656,2023-06-30,16818.97,Collision,Pending
CLM00657,POL00657,CUST00657,2023-08-20,15130.73,Vandalism,Rejected
CLM00658,POL00658,CUST00658,2023-10-13,14117.04,Vandalism,Pending
CLM00659,POL00659,CUST00659,2023-09-20,9587.68,Fire,Pending
CLM00660,POL00660,CUST00660,2023-02-02,4170.08,Vandalism,Rejected
CLM00661,POL00661,CUST00661,2022-02-12,17905.71,Fire,Pending
CLM00662,POL00662,CUST00662,2023-08-18,11267.63,Vandalism,Rejected
CLM00663,POL00663,CUST00663,2022-02-02,7915.88,Collision,Approved
CLM00664,POL00664,CUST00664,2022-09-03,2748.65,Collision,Rejected
CLM00665,POL00665,CUST00665,2022-05-26,10390.05,Theft,Rejected
CLM00666,POL00666,CUST00666,2022-08-26,8151.27,Fire,Approved
CLM00667,POL00667,CUST00667,2023-08-20,3752.16,Collision,Rejected
CLM00668,POL00668,CUST00668,2023-12-01,15877.8,Theft,Pending
CLM00669,POL00669,CUST00669,2022-03-06,17572.71,Collision,Pending
CLM00670,POL00670,CUST00670,2023-12-07,5628.48,Theft,Rejected
CLM00671,POL00671,CUST00671,2023-06-13,8376.8,Vandalism,Approved
CLM00672,POL00672,CUST00672,2023-06-14,3703.45,Collision,Rejected
CLM00673,POL00673,CUST00673,2023-10-22,278.99,Collision,Rejected
CLM00674,POL00674,CUST00674,2022-08-18,17704.31,Theft,Rejected
CLM00675,POL00675,CUST00675,2023-12-02,14904.57,Vandalism,Pending
CLM00676,POL00676,CUST00676,2023-11-30,8206.99,Vandalism,Rejected
CLM00677,POL00677,CUST00677,2022-07-03,6317.75,Fire,Pending
CLM00678,POL00678,CUST00678,2023-02-20,3468.53,Vandalism,Approved
CLM00679,POL00679,CUST00679,2022-01-28,17728.59,Collision,Approved
CLM00680,POL00680,CUST00680,2022-05-02,4786.77,Theft,Approved
CLM00681,POL00681,CUST00681,2023-05-18,9666.71,Collision,Approved
CLM00682,POL00682,CUST00682,2022-11-20,755.04,Fire,Approved
CLM00683,POL00683,CUST00683,2022-03-14,9037.48,Vandalism,Approved
CLM00684,POL00684,CUST00684,2023-02-11,5176.71,Collision,Approved
CLM00685,POL00685,CUST00685,2022-05-27,19997.76,Vandalism,Rejected
CLM00686,POL00686,CUST00686,2023-08-22,9903.54,Collision,Pending
CLM00687,POL00687,CUST00687,2022-06-16,4982.26,Theft,Pending
CLM00688,POL00688,CUST00688,2023-10-18,8765.12,Fire,Approved
CLM00689,POL00689,CUST00689,2023-09-21,15638.43,Fire,Pending
CLM00690,POL00690,CUST00690,2022-10-10,11248.64,Theft,Approved
CLM00691,POL00691,CUST00691,2022-08-09,10609.24,Theft,Rejected
CLM00692,POL00692,CUST00692,2023-08-22,5738.73,Fire,Approved
CLM00693,POL00693,CUST00693,2022-07-21,7117.82,Fire,Rejected
CLM00694,POL00694,CUST00694,2022-03-28,11737.2,Vandalism,Rejected
CLM00695,POL00695,CUST00695,2023-02-25,15631.68,Vandalism,Rejected
CLM00696,POL00696,CUST00696,2022-11-09,17869.94,Collision,Rejected
CLM00697,POL00697,CUST00697,2023-11-09,4535.6,Collision,Pending
CLM00698,POL00698,CUST00698,2023-11-19,11489.34,Theft,Approved
CLM00699,POL00699,CUST00699,2023-02-10,9848.35,Theft,Pending
CLM00700,POL00700,CUST00700,2022-07-22,11098.31,Theft,Pending
CLM00701,POL00701,CUST00701,2022-10-06,8875.95,Vandalism,Approved
CLM00702,POL00702,CUST00702,2022-07-28,1955.9,Collision,Rejected
CLM00703,POL00703,CUST00703,2023-11-01,6950.12,Fire,Rejected
CLM00704,POL00704,CUST00704,2022-12-21,11724.37,Fire,Pending
CLM00705,POL00705,CUST00705,2023-01-04,5009.49,Vandalism,Pending
CLM00706,POL00706,CUST00706,2022-02-22,7988.15,Fire,Pending
CLM00707,POL00707,CUST00707,2022-12-18,13895.02,Collision,Pending
CLM00708,POL00708,CUST00708,2023-02-26,2259.39,Collision,Pending
CLM00709,POL00709,CUST00709,2022-11-13,14822.63,Fire,Pending
CLM00710,POL00710,CUST00710,2023-10-04,1073.89,Vandalism,Pending
CLM00711,POL00711,CUST00711,2022-08-08,17454.06,Theft,Rejected
CLM00712,POL00712,CUST00712,2023-07-10,15315.44,Collision,Pending
CLM00713,POL00713,CUST00713,2022-01-13,19390.2,Theft,Pending
CLM00714,POL00714,CUST00714,2023-07-19,9980.91,Theft,Approved
CLM00715,POL00715,CUST00715,2023-11-28,2429.15,Fire,Approved
CLM00716,POL00716,CUST00716,2022-08-07,1401.66,Vandalism,Pending
CLM00717,POL00717,CUST00717,2023-09-17,12182.01,Theft,Rejected
CLM00718,POL00718,CUST00718,2023-05-17,11727.46,Vandalism,Rejected
CLM00719,POL00719,CUST00719,2023-06-12,15199.93,Fire,Rejected
CLM00720,POL00720,CUST00720,2023-01-07,14724.9,Fire,Rejected
CLM00721,POL00721,CUST00721,2023-05-07,9844.46,Collision,Rejected
CLM00722,POL00722,CUST00722,2022-02-16,5778.79,Collision,Pending
CLM00723,POL00723,CUST00723,2022-12-16,17668.15,Fire,Rejected
CLM00724,POL00724,CUST00724,2022-04-07,7239.87,Vandalism,Approved
CLM00725,POL00725,CUST00725,2022-06-25,16439.61,Vandalism,Pending
CLM00726,POL00726,CUST00726,2023-07-24,15672.0,Vandalism,Rejected
CLM00727,POL00727,CUST00727,2023-08-25,19651.6,Vandalism,Pending
CLM00728,POL00728,CUST00728,2023-05-09,6502.34,Theft,Approved
CLM00729,POL00729,CUST00729,2022-09-11,2900.11,Fire,Rejected
CLM00730,POL00730,CUST00730,2022-12-06,4551.99,Collision,Rejected
CLM00731,POL00731,CUST00731,2022-06-12,18066.47,Vandalism,Pending
CLM00732,POL00732,CUST00732,2022-08-08,11088.48,Collision,Rejected
CLM00733,POL00733,CUST00733,2023-11-11,15838.73,Theft,Pending
CLM00734,POL00734,CUST00734,2022-12-20,1794.59,Fire,Pending
CLM00735,POL00735,CUST00735,2023-05-03,12599.45,Vandalism,Rejected
CLM00736,POL00736,CUST00736,2023-04-20,15895.23,Theft,Approved
CLM00737,POL00737,CUST00737,2023-01-15,2292.12,Vandalism,Rejected
CLM00738,POL00738,CUST00738,2023-06-01,5449.81,Collision,Rejected
