policy_id,customer_id,policy_number,policy_type,start_date,end_date,premium_amount,status
POL00341,CUST00341,PN00341,Life,2020-12-18,2021-12-18,1460.37,Active
POL00342,CUST00342,PN00342,Health,2022-09-28,2023-09-28,1215.12,Active
POL00343,CUST00343,PN00343,Life,2020-04-18,2021-04-18,1521.99,Active
POL00344,CUST00344,PN00344,Life,2021-05-16,2022-05-16,1865.12,Active
POL00345,CUST00345,PN00345,Life,2021-10-06,2022-10-06,1492.53,Active
POL00346,CUST00346,PN00346,Health,2020-01-15,2021-01-14,503.65,Active
POL00347,CUST00347,PN00347,Health,2020-01-20,2021-01-19,1297.41,Active
POL00348,CUST00348,PN00348,Auto,2020-05-20,2021-05-20,589.8,Active
POL00349,CUST00349,PN00349,Home,2020-01-29,2021-01-28,619.93,Active
POL00350,CUST00350,PN00350,Health,2021-07-03,2022-07-03,994.94,Active
POL00351,CUST00351,PN00351,Home,2020-07-17,2021-07-17,984.59,Active
POL00352,CUST00352,PN00352,Auto,2021-04-26,2022-04-26,446.71,Active
POL00353,CUST00353,PN00353,Home,2021-04-27,2022-04-27,834.94,Active
POL00354,CUST00354,PN00354,Auto,2020-02-22,2021-02-21,507.91,Active
POL00355,CUST00355,PN00355,Health,2022-08-13,2023-08-13,1563.24,Active
POL00356,CUST00356,PN00356,Home,2021-04-09,2022-04-09,365.16,Active
POL00357,CUST00357,PN00357,Life,2022-04-10,2023-04-10,1899.72,Active
POL00358,CUST00358,PN00358,Auto,2021-05-16,2022-05-16,1394.99,Active
POL00359,CUST00359,PN00359,Health,2022-02-12,2023-02-12,1320.25,Active
POL00360,CUST00360,PN00360,Life,2022-11-01,2023-11-01,575.36,Active
POL00361,CUST00361,PN00361,Home,2021-09-04,2022-09-04,831.74,Active
POL00362,CUST00362,PN00362,Health,2020-09-21,2021-09-21,1525.47,Active
POL00363,CUST00363,PN00363,Health,2021-02-01,2022-02-01,455.14,Active
POL00364,CUST00364,PN00364,Home,2020-03-18,2021-03-18,1650.8,Active
POL00365,CUST00365,PN00365,Life,2020-08-15,2021-08-15,410.65,Active
POL00366,CUST00366,PN00366,Health,2020-11-22,2021-11-22,1615.83,Active
POL00367,CUST00367,PN00367,Home,2020-02-22,2021-02-21,840.78,Active
POL00368,CUST00368,PN00368,Auto,2022-10-03,2023-10-03,783.12,Active
POL00369,CUST00369,PN00369,Home,2021-07-14,2022-07-14,818.29,Active
POL00370,CUST00370,PN00370,Health,2020-02-08,2021-02-07,858.65,Active
POL00371,CUST00371,PN00371,Health,2021-12-18,2022-12-18,1730.13,Active
POL00372,CUST00372,PN00372,Home,2022-10-01,2023-10-01,1066.7,Active
POL00373,CUST00373,PN00373,Auto,2020-11-01,2021-11-01,343.78,Active
POL00374,CUST00374,PN00374,Health,2022-08-25,2023-08-25,961.81,Active
POL00375,CUST00375,PN00375,Home,2020-06-13,2021-06-13,1503.6,Active
POL00376,CUST00376,PN00376,Home,2022-03-26,2023-03-26,1958.41,Active
POL00377,CUST00377,PN00377,Life,2022-04-19,2023-04-19,1193.39,Active
POL00378,CUST00378,PN00378,Life,2021-03-28,2022-03-28,331.5,Active
POL00379,CUST00379,PN00379,Auto,2021-11-17,2022-11-17,1799.78,Active
POL00380,CUST00380,PN00380,Life,2022-02-15,2023-02-15,1625.39,Active
POL00381,CUST00381,PN00381,Home,2022-04-03,2023-04-03,639.52,Active
POL00382,CUST00382,PN00382,Auto,2022-06-14,2023-06-14,1269.27,Active
POL00383,CUST00383,PN00383,Home,2022-12-04,2023-12-04,1650.72,Active
POL00384,CUST00384,PN00384,Auto,2021-08-13,2022-08-13,1088.48,Active
POL00385,CUST00385,PN00385,Home,2021-07-27,2022-07-27,1075.22,Active
POL00386,CUST00386,PN00386,Health,2021-11-06,2022-11-06,1380.53,Active
POL00387,CUST00387,PN00387,Home,2022-06-25,2023-06-25,1141.94,Active
POL00388,CUST00388,PN00388,Health,2022-12-20,2023-12-20,1492.44,Active
POL00389,CUST00389,PN00389,Home,2021-09-06,2022-09-06,306.82,Active
POL00390,CUST00390,PN00390,Life,2022-11-18,2023-11-18,1320.58,Active
POL00391,CUST00391,PN00391,Health,2020-03-30,2021-03-30,1106.18,Active
POL00392,CUST00392,PN00392,Auto,2021-03-12,2022-03-12,1336.32,Active
POL00393,CUST00393,PN00393,Home,2021-10-07,2022-10-07,1111.73,Active
POL00394,CUST00394,PN00394,Auto,2022-11-26,2023-11-26,1164.04,Active
POL00395,CUST00395,PN00395,Home,2020-03-21,2021-03-21,1305.63,Active
POL00396,CUST00396,PN00396,Auto,2022-01-26,2023-01-26,1942.12,Active
POL00397,CUST00397,PN00397,Life,2020-09-08,2021-09-08,1559.23,Active
POL00398,CUST00398,PN00398,Auto,2022-05-04,2023-05-04,969.03,Active
POL00399,CUST00399,PN00399,Home,2022-05-16,2023-05-16,1836.37,Active
POL00400,CUST00400,PN00400,Auto,2022-06-06,2023-06-06,457.13,Active
POL00401,CUST00401,PN00401,Home,2021-02-14,2022-02-14,1254.79,Active
POL00402,CUST00402,PN00402,Health,2022-12-31,2023-12-31,465.51,Active
POL00403,CUST00403,PN00403,Home,2022-08-22,2023-08-22,938.49,Active
POL00404,CUST00404,PN00404,Auto,2022-04-15,2023-04-15,1715.89,Active
POL00405,CUST00405,PN00405,Health,2020-03-13,2021-03-13,1041.82,Active
POL00406,CUST00406,PN00406,Health,2022-06-19,2023-06-19,1203.44,Active
POL00407,CUST00407,PN00407,Auto,2020-03-29,2021-03-29,436.23,Active
POL00408,CUST00408,PN00408,Auto,2021-04-27,2022-04-27,1366.3,Active
POL00409,CUST00409,PN00409,Auto,2021-04-03,2022-04-03,1506.33,Active
POL00410,CUST00410,PN00410,Home,2021-09-08,2022-09-08,1310.28,Active
POL00411,CUST00411,PN00411,Home,2020-04-09,2021-04-09,780.45,Active
POL00412,CUST00412,PN00412,Life,2022-03-17,2023-03-17,1609.2,Active
POL00413,CUST00413,PN00413,Health,2020-02-16,2021-02-15,1590.15,Active
POL00414,CUST00414,PN00414,Auto,2021-03-25,2022-03-25,448.55,Active
POL00415,CUST00415,PN00415,Life,2021-01-23,2022-01-23,991.78,Active
POL00416,CUST00416,PN00416,Auto,2021-10-31,2022-10-31,1977.53,Active
POL00417,CUST00417,PN00417,Auto,2020-04-14,2021-04-14,1427.66,Active
POL00418,CUST00418,PN00418,Life,2022-12-20,2023-12-20,1118.73,Active
POL00419,CUST00419,PN00419,Health,2021-11-19,2022-11-19,377.06,Active
POL00420,CUST00420,PN00420,Health,2020-05-31,2021-05-31,1513.05,Active
POL00421,CUST00421,PN00421,Auto,2020-04-06,2021-04-06,347.07,Active
POL00422,CUST00422,PN00422,Home,2021-11-25,2022-11-25,1620.58,Active
POL00423,CUST00423,PN00423,Home,2021-06-14,2022-06-14,850.81,Active
POL00424,CUST00424,PN00424,Life,2022-09-15,2023-09-15,1584.43,Active
POL00425,CUST00425,PN00425,Auto,2022-09-16,2023-09-16,829.3,Active
POL00426,CUST00426,PN00426,Auto,2022-01-03,2023-01-03,1584.25,Active
POL00427,CUST00427,PN00427,Auto,2020-04-11,2021-04-11,1077.0,Active
POL00428,CUST00428,PN00428,Auto,2022-04-08,2023-04-08,1691.33,Active
POL00429,CUST00429,PN00429,Auto,2021-11-15,2022-11-15,670.69,Active
POL00430,CUST00430,PN00430,Health,2020-06-07,2021-06-07,1787.09,Active
POL00431,CUST00431,PN00431,Life,2021-01-10,2022-01-10,1690.44,Active
POL00432,CUST00432,PN00432,Life,2022-08-08,2023-08-08,924.31,Active
POL00433,CUST00433,PN00433,Home,2020-07-15,2021-07-15,763.68,Active
POL00434,CUST00434,PN00434,Auto,2022-11-17,2023-11-17,944.18,Active
POL00435,CUST00435,PN00435,Home,2020-06-10,2021-06-10,1520.11,Active
POL00436,CUST00436,PN00436,Auto,2022-01-16,2023-01-16,986.45,Active
POL00437,CUST00437,PN00437,Home,2020-05-20,2021-05-20,1064.76,Active
POL00438,CUST00438,PN00438,Life,2021-09-09,2022-09-09,339.38,Active
POL00439,CUST00439,PN00439,Home,2020-01-28,2021-01-27,1979.09,Active
POL00440,CUST00440,PN00440,Health,2020-12-01,2021-12-01,376.22,Active
POL00441,CUST00441,PN00441,Health,2021-02-02,2022-02-02,995.88,Active
POL00442,CUST00442,PN00442,Life,2022-06-12,2023-06-12,1650.09,Active
POL00443,CUST00443,PN00443,Life,2020-03-18,2021-03-18,614.38,Active
POL00444,CUST00444,PN00444,Home,2020-01-12,2021-01-11,1310.26,Active
POL00445,CUST00445,PN00445,Auto,2021-06-05,2022-06-05,709.56,Active
POL00446,CUST00446,PN00446,Life,2021-12-05,2022-12-05,1425.19,Active
POL00447,CUST00447,PN00447,Auto,2020-08-10,2021-08-10,1775.25,Active
POL00448,CUST00448,PN00448,Home,2022-08-24,2023-08-24,1146.12,Active
POL00449,CUST00449,PN00449,Health,2021-07-24,2022-07-24,1610.44,Active
POL00450,CUST00450,PN00450,Health,2020-07-27,2021-07-27,1741.78,Active
POL00451,CUST00451,PN00451,Home,2020-10-03,2021-10-03,1538.83,Active
POL00452,CUST00452,PN00452,Life,2022-04-19,2023-04-19,503.09,Active
POL00453,CUST00453,PN00453,Auto,2020-10-21,2021-10-21,561.63,Active
POL00454,CUST00454,PN00454,Home,2021-12-08,2022-12-08,1467.87,Active
POL00455,CUST00455,PN00455,Life,2020-02-08,2021-02-07,1360.73,Active
POL00456,CUST00456,PN00456,Home,2022-07-22,2023-07-22,531.86,Active
POL00457,CUST00457,PN00457,Auto,2022-05-06,2023-05-06,1015.61,Active
POL00458,CUST00458,PN00458,Life,2021-09-04,2022-09-04,536.55,Active
POL00459,CUST00459,PN00459,Health,2021-09-03,2022-09-03,569.77,Active
POL00460,CUST00460,PN00460,Life,2021-09-07,2022-09-07,1546.95,Active
POL00461,CUST00461,PN00461,Home,2020-11-15,2021-11-15,1605.04,Active
POL00462,CUST00462,PN00462,Auto,2021-07-18,2022-07-18,622.68,Active
POL00463,CUST00463,PN00463,Life,2022-07-31,2023-07-31,1673.59,Active
POL00464,CUST00464,PN00464,Health,2021-07-23,2022-07-23,1435.72,Active
POL00465,CUST00465,PN00465,Home,2022-05-23,2023-05-23,1239.14,Active
POL00466,CUST00466,PN00466,Life,2021-08-04,2022-08-04,1188.98,Active
POL00467,CUST00467,PN00467,Health,2022-05-24,2023-05-24,763.21,Active
POL00468,CUST00468,PN00468,Auto,2022-08-06,2023-08-06,1086.74,Active
POL00469,CUST00469,PN00469,Health,2022-01-12,2023-01-12,1427.79,Active
POL00470,CUST00470,PN00470,Auto,2021-11-19,2022-11-19,1546.77,Active
POL00471,CUST00471,PN00471,Life,2022-02-07,2023-02-07,919.71,Active
POL00472,CUST00472,PN00472,Life,2020-04-30,2021-04-30,664.31,Active
POL00473,CUST00473,PN00473,Home,2022-06-01,2023-06-01,1195.85,Active
POL00474,CUST00474,PN00474,Life,2021-05-12,2022-05-12,529.54,Active
POL00475,CUST00475,PN00475,Home,2022-04-14,2023-04-14,886.7,Active
POL00476,CUST00476,PN00476,Life,2020-06-11,2021-06-11,969.23,Active
POL00477,CUST00477,PN00477,Home,2021-01-15,2022-01-15,1434.44,Active
POL00478,CUST00478,PN00478,Auto,2022-10-01,2023-10-01,1321.01,Active
POL00479,CUST00479,PN00479,Auto,2021-01-17,2022-01-17,681.4,Active
POL00480,CUST00480,PN00480,Home,2022-10-02,2023-10-02,1049.8,Active
POL00481,CUST00481,PN00481,Life,2021-03-17,2022-03-17,794.71,Active
POL00482,CUST00482,PN00482,Home,2022-01-10,2023-01-10,1798.02,Active
POL00483,CUST00483,PN00483,Home,2022-03-07,2023-03-07,1341.66,Active
POL00484,CUST00484,PN00484,Health,2022-10-03,2023-10-03,588.43,Active
POL00485,CUST00485,PN00485,Health,2020-05-03,2021-05-03,592.3,Active
POL00486,CUST00486,PN00486,Life,2021-02-15,2022-02-15,1593.76,Active
POL00487,CUST00487,PN00487,Health,2020-04-23,2021-04-23,513.86,Active
POL00488,CUST00488,PN00488,Health,2021-10-23,2022-10-23,530.43,Active
POL00489,CUST00489,PN00489,Auto,2021-01-22,2022-01-22,1921.66,Active
POL00490,CUST00490,PN00490,Life,2021-08-30,2022-08-30,1705.93,Active
POL00491,CUST00491,PN00491,Auto,2020-09-04,2021-09-04,1001.13,Active
POL00492,CUST00492,PN00492,Auto,2022-06-07,2023-06-07,1515.02,Active
POL00493,CUST00493,PN00493,Life,2021-03-11,2022-03-11,1118.23,Active
POL00494,CUST00494,PN00494,Health,2022-09-12,2023-09-12,537.39,Active
POL00495,CUST00495,PN00495,Health,2020-06-03,2021-06-03,1607.77,Active
POL00496,CUST00496,PN00496,Auto,2021-03-17,2022-03-17,1444.57,Active
POL00497,CUST00497,PN00497,Auto,2022-02-04,2023-02-04,1286.26,Active
POL00498,CUST00498,PN00498,Health,2021-12-05,2022-12-05,1174.55,Active
POL00499,CUST00499,PN00499,Health,2021-12-03,2022-12-03,768.79,Active
POL00500,CUST00500,PN00500,Health,2022-07-11,2023-07-11,1105.46,Active
POL00501,CUST00501,PN00501,Health,2022-12-25,2023-12-25,1193.29,Active
POL00502,CUST00502,PN00502,Health,2021-04-09,2022-04-09,1142.15,Active
POL00503,CUST00503,PN00503,Health,2022-08-17,2023-08-17,1584.35,Active
POL00504,CUST00504,PN00504,Home,2020-10-07,2021-10-07,421.34,Active
POL00505,CUST00505,PN00505,Home,2022-12-06,2023-12-06,1108.19,Active
POL00506,CUST00506,PN00506,Home,2022-06-17,2023-06-17,854.6,Active
POL00507,CUST00507,PN00507,Home,2020-10-22,2021-10-22,1296.57,Active
POL00508,CUST00508,PN00508,Auto,2022-07-06,2023-07-06,1741.69,Active
POL00509,CUST00509,PN00509,Home,2020-10-13,2021-10-13,645.85,Active
POL00510,CUST00510,PN00510,Home,2021-07-05,2022-07-05,1782.49,Active
POL00511,CUST00511,PN00511,Auto,2020-06-11,2021-06-11,1402.27,Active
POL00512,CUST00512,PN00512,Health,2020-04-04,2021-04-04,1525.56,Active
POL00513,CUST00513,PN00513,Life,2022-06-17,2023-06-17,331.89,Active
POL00514,CUST00514,PN00514,Home,2021-10-02,2022-10-02,608.36,Active
POL00515,CUST00515,PN00515,Home,2020-03-22,2021-03-22,387.61,Active
POL00516,CUST00516,PN00516,Life,2022-03-28,2023-03-28,1145.55,Active
POL00517,CUST00517,PN00517,Home,2020-01-31,2021-01-30,496.43,Active
POL00518,CUST00518,PN00518,Home,2020-06-29,2021-06-29,1166.58,Active
POL00519,CUST00519,PN00519,Home,2021-10-06,2022-10-06,546.24,Active
POL00520,CUST00520,PN00520,Home,2021-12-15,2022-12-15,698.58,Active
POL00521,CUST00521,PN00521,Health,2021-04-07,2022-04-07,436.3,Active
POL00522,CUST00522,PN00522,Health,2021-07-24,2022-07-24,986.8,Active
POL00523,CUST00523,PN00523,Auto,2022-02-24,2023-02-24,1236.86,Active
POL00524,CUST00524,PN00524,Auto,2022-01-05,2023-01-05,828.14,Active
POL00525,CUST00525,PN00525,Health,2022-04-09,2023-04-09,1677.98,Active
POL00526,CUST00526,PN00526,Health,2020-02-29,2021-02-28,662.72,Active
POL00527,CUST00527,PN00527,Auto,2020-03-03,2021-03-03,1432.82,Active
POL00528,CUST00528,PN00528,Life,2020-12-07,2021-12-07,1077.11,Active
POL00529,CUST00529,PN00529,Auto,2020-04-06,2021-04-06,886.04,Active
POL00530,CUST00530,PN00530,Home,2022-02-14,2023-02-14,1869.59,Active
POL00531,CUST00531,PN00531,Home,2021-04-15,2022-04-15,1429.08,Active
POL00532,CUST00532,PN00532,Auto,2020-01-28,2021-01-27,1793.73,Active
POL00533,CUST00533,PN00533,Home,2021-08-16,2022-08-16,1699.68,Active
POL00534,CUST00534,PN00534,Auto,2020-12-17,2021-12-17,1829.71,Active
POL00535,CUST00535,PN00535,Health,2020-09-06,2021-09-06,888.84,Active
POL00536,CUST00536,PN00536,Health,2020-11-08,2021-11-08,678.26,Active
POL00537,CUST00537,PN00537,Auto,2020-04-27,2021-04-27,1015.87,Active
POL00538,CUST00538,PN00538,Auto,2022-01-14,2023-01-14,1911.9,Active
POL00539,CUST00539,PN00539,Life,2020-02-28,2021-02-27,645.25,Active
POL00540,CUST00540,PN00540,Life,2021-05-09,2022-05-09,731.23,Active
POL00541,CUST00541,PN00541,Auto,2021-09-29,2022-09-29,1562.1,Active
POL00542,CUST00542,PN00542,Home,2020-01-18,2021-01-17,423.29,Active
POL00543,CUST00543,PN00543,Auto,2021-12-24,2022-12-24,989.17,Active
POL00544,CUST00544,PN00544,Health,2022-03-21,2023-03-21,386.13,Active
POL00545,CUST00545,PN00545,Home,2020-04-17,2021-04-17,1612.36,Active
POL00546,CUST00546,PN00546,Health,2021-04-15,2022-04-15,1992.64,Active
POL00547,CUST00547,PN00547,Home,2020-06-02,2021-06-02,483.25,Active
POL00548,CUST00548,PN00548,Life,2022-09-21,2023-09-21,1892.61,Active
POL00549,CUST00549,PN00549,Auto,2020-06-01,2021-06-01,1453.69,Active
POL00550,CUST00550,PN00550,Life,2021-11-30,2022-11-30,1139.77,Active
POL00551,CUST00551,PN00551,Health,2020-01-08,2021-01-07,1587.96,Active
POL00552,CUST00552,PN00552,Health,2020-11-12,2021-11-12,1508.17,Active
POL00553,CUST00553,PN00553,Home,2022-06-07,2023-06-07,980.36,Active
POL00554,CUST00554,PN00554,Life,2020-11-29,2021-11-29,795.94,Active
POL00555,CUST00555,PN00555,Home,2022-09-20,2023-09-20,952.5,Active
POL00556,CUST00556,PN00556,Auto,2020-12-11,2021-12-11,1346.88,Active
POL00557,CUST00557,PN00557,Auto,2021-04-17,2022-04-17,899.18,Active
POL00558,CUST00558,PN00558,Auto,2022-05-25,2023-05-25,1285.98,Active
POL00559,CUST00559,PN00559,Home,2020-07-30,2021-07-30,967.15,Active
POL00560,CUST00560,PN00560,Home,2020-05-07,2021-05-07,609.03,Active
POL00561,CUST00561,PN00561,Life,2022-04-21,2023-04-21,1042.57,Active
POL00562,CUST00562,PN00562,Health,2022-06-07,2023-06-07,1324.33,Active
POL00563,CUST00563,PN00563,Health,2022-09-21,2023-09-21,1262.46,Active
POL00564,CUST00564,PN00564,Home,2020-08-17,2021-08-17,1777.38,Active
POL00565,CUST00565,PN00565,Home,2021-05-19,2022-05-19,1090.67,Active
POL00566,CUST00566,PN00566,Health,2020-04-12,2021-04-12,1476.12,Active
POL00567,CUST00567,PN00567,Auto,2022-03-21,2023-03-21,556.25,Active
POL00568,CUST00568,PN00568,Home,2022-04-26,2023-04-26,1162.5,Active
POL00569,CUST00569,PN00569,Auto,2020-03-29,2021-03-29,1770.27,Active
POL00570,CUST00570,PN00570,Health,2022-08-30,2023-08-30,604.48,Active
POL00571,CUST00571,PN00571,Home,2020-03-08,2021-03-08,409.19,Active
POL00572,CUST00572,PN00572,Life,2022-06-07,2023-06-07,1943.74,Active
POL00573,CUST00573,PN00573,Health,2020-11-28,2021-11-28,969.14,Active
POL00574,CUST00574,PN00574,Auto,2021-02-20,2022-02-20,1624.7,Active
POL00575,CUST00575,PN00575,Life,2021-04-16,2022-04-16,434.1,Active
POL00576,CUST00576,PN00576,Auto,2022-03-22,2023-03-22,1646.49,Active
POL00577,CUST00577,PN00577,Auto,2021-08-25,2022-08-25,1708.95,Active
POL00578,CUST00578,PN00578,Health,2020-07-02,2021-07-02,1743.55,Active
POL00579,CUST00579,PN00579,Health,2021-06-12,2022-06-12,1159.27,Active
POL00580,CUST00580,PN00580,Auto,2022-09-16,2023-09-16,1798.29,Active
POL00581,CUST00581,PN00581,Life,2022-03-08,2023-03-08,1469.55,Active
POL00582,CUST00582,PN00582,Life,2021-11-18,2022-11-18,516.56,Active
POL00583,CUST00583,PN00583,Auto,2020-01-04,2021-01-03,673.16,Active
POL00584,CUST00584,PN00584,Auto,2020-06-22,2021-06-22,730.74,Active
POL00585,CUST00585,PN00585,Health,2021-03-06,2022-03-06,950.92,Active
POL00586,CUST00586,PN00586,Home,2022-05-13,2023-05-13,1369.65,Active
POL00587,CUST00587,PN00587,Home,2021-10-15,2022-10-15,1344.23,Active
POL00588,CUST00588,PN00588,Life,2020-03-03,2021-03-03,369.17,Active
POL00589,CUST00589,PN00589,Auto,2021-05-13,2022-05-13,1610.48,Active
POL00590,CUST00590,PN00590,Home,2022-03-27,2023-03-27,1928.36,Active
POL00591,CUST00591,PN00591,Auto,2020-09-26,2021-09-26,819.86,Active
POL00592,CUST00592,PN00592,Home,2020-09-08,2021-09-08,1301.76,Active
POL00593,CUST00593,PN00593,Home,2020-12-03,2021-12-03,1637.37,Active
POL00594,CUST00594,PN00594,Life,2020-04-11,2021-04-11,800.58,Active
POL00595,CUST00595,PN00595,Home,2021-11-10,2022-11-10,1556.38,Active
POL00596,CUST00596,PN00596,Life,2022-05-19,2023-05-19,1781.31,Active
POL00597,CUST00597,PN00597,Auto,2021-07-15,2022-07-15,1447.41,Active
POL00598,CUST00598,PN00598,Home,2021-01-02,2022-01-02,1837.02,Active
POL00599,CUST00599,PN00599,Home,2020-02-28,2021-02-27,423.28,Active
POL00600,CUST00600,PN00600,Life,2022-07-06,2023-07-06,1396.47,Active
POL00601,CUST00601,PN00601,Health,2020-02-01,2021-01-31,700.15,Active
POL00602,CUST00602,PN00602,Auto,2022-02-03,2023-02-03,1158.2,Active
POL00603,CUST00603,PN00603,Home,2022-07-04,2023-07-04,897.98,Active
POL00604,CUST00604,PN00604,Home,2022-10-19,2023-10-19,565.49,Active
POL00605,CUST00605,PN00605,Home,2020-12-14,2021-12-14,1298.21,Active
POL00606,CUST00606,PN00606,Auto,2020-12-18,2021-12-18,1246.46,Active
POL00607,CUST00607,PN00607,Auto,2021-09-13,2022-09-13,1120.86,Active
POL00608,CUST00608,PN00608,Health,2022-11-13,2023-11-13,1242.22,Active
POL00609,CUST00609,PN00609,Health,2022-05-25,2023-05-25,829.36,Active
POL00610,CUST00610,PN00610,Auto,2020-02-28,2021-02-27,1674.83,Active
POL00611,CUST00611,PN00611,Health,2022-04-01,2023-04-01,1991.85,Active
POL00612,CUST00612,PN00612,Life,2022-07-21,2023-07-21,1810.62,Active
POL00613,CUST00613,PN00613,Home,2021-05-05,2022-05-05,910.18,Active
POL00614,CUST00614,PN00614,Health,2020-06-13,2021-06-13,1108.68,Active
POL00615,CUST00615,PN00615,Health,2020-02-23,2021-02-22,894.46,Active
POL00616,CUST00616,PN00616,Health,2020-10-22,2021-10-22,1548.87,Active
POL00617,CUST00617,PN00617,Health,2021-05-25,2022-05-25,379.19,Active
POL00618,CUST00618,PN00618,Auto,2020-06-13,2021-06-13,1855.42,Active
POL00619,CUST00619,PN00619,Auto,2021-10-13,2022-10-13,1311.93,Active
POL00620,CUST00620,PN00620,Health,2021-06-22,2022-06-22,1344.8,Active
POL00621,CUST00621,PN00621,Life,2021-10-02,2022-10-02,1309.96,Active
POL00622,CUST00622,PN00622,Home,2021-05-06,2022-05-06,396.57,Active
POL00623,CUST00623,PN00623,Home,2020-09-30,2021-09-30,538.07,Active
POL00624,CUST00624,PN00624,Life,2020-09-21,2021-09-21,724.76,Active
POL00625,CUST00625,PN00625,Health,2021-10-28,2022-10-28,603.21,Active
POL00626,CUST00626,PN00626,Life,2021-09-30,2022-09-30,363.09,Active
POL00627,CUST00627,PN00627,Home,2022-12-05,2023-12-05,911.83,Active
POL00628,CUST00628,PN00628,Home,2020-03-14,2021-03-14,1453.53,Active
POL00629,CUST00629,PN00629,Auto,2021-05-19,2022-05-19,952.59,Active
POL00630,CUST00630,PN00630,Life,2022-10-01,2023-10-01,1427.39,Active
POL00631,CUST00631,PN00631,Auto,2021-10-13,2022-10-13,1071.68,Active
POL00632,CUST00632,PN00632,Life,2021-01-09,2022-01-09,786.87,Active
POL00633,CUST00633,PN00633,Home,2020-10-25,2021-10-25,1924.39,Active
POL00634,CUST00634,PN00634,Home,2021-02-06,2022-02-06,1565.42,Active
POL00635,CUST00635,PN00635,Auto,2021-09-02,2022-09-02,780.32,Active
POL00636,CUST00636,PN00636,Health,2022-05-13,2023-05-13,1212.64,Active
POL00637,CUST00637,PN00637,Auto,2020-07-17,2021-07-17,1697.66,Active
POL00638,CUST00638,PN00638,Home,2022-03-24,2023-03-24,1531.5,Active
POL00639,CUST00639,PN00639,Life,2022-09-03,2023-09-03,1800.64,Active
POL00640,CUST00640,PN00640,Health,2020-11-24,2021-11-24,636.54,Active
POL00641,CUST00641,PN00641,Health,2022-12-11,2023-12-11,368.02,Active
POL00642,CUST00642,PN00642,Auto,2021-06-10,2022-06-10,1601.63,Active
POL00643,CUST00643,PN00643,Health,2020-07-29,2021-07-29,1948.9,Active
POL00644,CUST00644,PN00644,Auto,2022-03-13,2023-03-13,303.06,Active
POL00645,CUST00645,PN00645,Auto,2021-06-02,2022-06-02,1021.93,Active
POL00646,CUST00646,PN00646,Health,2022-10-12,2023-10-12,1389.72,Active
POL00647,CUST00647,PN00647,Home,2022-05-17,2023-05-17,1510.89,Active
POL00648,CUST00648,PN00648,Home,2022-09-30,2023-09-30,1179.92,Active
POL00649,CUST00649,PN00649,Auto,2021-05-02,2022-05-02,1895.74,Active
POL00650,CUST00650,PN00650,Health,2021-09-05,2022-09-05,1812.56,Active
POL00651,CUST00651,PN00651,Home,2021-02-10,2022-02-10,956.27,Active
POL00652,CUST00652,PN00652,Life,2020-11-07,2021-11-07,474.54,Active
POL00653,CUST00653,PN00653,Home,2022-01-16,2023-01-16,1210.66,Active
POL00654,CUST00654,PN00654,Auto,2022-05-28,2023-05-28,995.07,Active
POL00655,CUST00655,PN00655,Auto,2022-05-20,2023-05-20,1403.3,Active
POL00656,CUST00656,PN00656,Life,2021-08-26,2022-08-26,1637.87,Active
POL00657,CUST00657,PN00657,Auto,2022-10-10,2023-10-10,1323.16,Active
POL00658,CUST00658,PN00658,Life,2021-05-24,2022-05-24,593.25,Active
POL00659,CUST00659,PN00659,Auto,2020-04-30,2021-04-30,322.68,Active
POL00660,CUST00660,PN00660,Health,2020-05-24,2021-05-24,1954.21,Active
POL00661,CUST00661,PN00661,Health,2020-03-10,2021-03-10,1520.72,Active
POL00662,CUST00662,PN00662,Life,2021-02-28,2022-02-28,544.42,Active
POL00663,CUST00663,PN00663,Life,2021-04-10,2022-04-10,385.25,Active
POL00664,CUST00664,PN00664,Health,2020-10-17,2021-10-17,305.99,Active
POL00665,CUST00665,PN00665,Auto,2022-07-02,2023-07-02,1262.54,Active
POL00666,CUST00666,PN00666,Auto,2021-04-27,2022-04-27,631.05,Active
POL00667,CUST00667,PN00667,Life,2021-10-30,2022-10-30,1195.81,Active
POL00668,CUST00668,PN00668,Auto,2021-11-03,2022-11-03,728.76,Active
POL00669,CUST00669,PN00669,Home,2021-08-17,2022-08-17,1923.2,Active
POL00670,CUST00670,PN00670,Life,2022-09-20,2023-09-20,1949.74,Active
POL00671,CUST00671,PN00671,Life,2021-03-05,2022-03-05,369.36,Active
POL00672,CUST00672,PN00672,Health,2022-02-17,2023-02-17,1688.09,Active
POL00673,CUST00673,PN00673,Health,2022-11-22,2023-11-22,1304.38,Active
POL00674,CUST00674,PN00674,Auto,2020-07-16,2021-07-16,423.83,Active
POL00675,CUST00675,PN00675,Life,2020-01-21,2021-01-20,1715.35,Active
POL00676,CUST00676,PN00676,Life,2020-12-06,2021-12-06,1832.99,Active
POL00677,CUST00677,PN00677,Home,2022-08-07,2023-08-07,429.4,Active
POL00678,CUST00678,PN00678,Life,2022-10-03,2023-10-03,1316.86,Active
POL00679,CUST00679,PN00679,Auto,2020-06-27,2021-06-27,1008.31,Active
POL00680,CUST00680,PN00680,Home,2022-02-06,2023-02-06,700.55,Active
POL00681,CUST00681,PN00681,Home,2021-02-01,2022-02-01,1934.49,Active
