payment_id,policy_id,payment_date,amount,payment_method,transaction_id,status
PAY00372,POL00372,2023-08-22,731.82,Net Banking,TXN00372,Success
PAY00373,POL00373,2022-07-22,476.83,Debit Card,TXN00373,Success
PAY00374,POL00374,2023-08-15,430.69,UPI,TXN00374,Success
PAY00375,POL00375,2023-12-11,1555.21,Bank Transfer,TXN00375,Success
PAY00376,POL00376,2023-12-01,1229.9,Debit Card,TXN00376,Success
PAY00377,POL00377,2022-10-24,1787.62,Credit Card,TXN00377,Success
PAY00378,POL00378,2022-07-02,516.4,Debit Card,TXN00378,Success
PAY00379,POL00379,2023-04-15,527.9,Net Banking,TXN00379,Success
PAY00380,POL00380,2023-10-07,461.95,Bank Transfer,TXN00380,Success
PAY00381,POL00381,2022-12-11,1452.56,Bank Transfer,TXN00381,Success
PAY00382,POL00382,2022-04-01,1284.86,UPI,TXN00382,Success
PAY00383,POL00383,2023-12-13,1123.66,Debit Card,TXN00383,Success
PAY00384,POL00384,2023-01-01,1829.59,Credit Card,TXN00384,Success
PAY00385,POL00385,2023-11-13,1910.81,Net Banking,TXN00385,Success
PAY00386,POL00386,2022-05-20,630.88,UPI,TXN00386,Success
PAY00387,POL00387,2022-09-27,1256.35,Credit Card,TXN00387,Success
PAY00388,POL00388,2022-06-14,1025.39,UPI,TXN00388,Success
PAY00389,POL00389,2022-11-12,386.82,Net Banking,TXN00389,Success
PAY00390,POL00390,2022-09-27,948.74,Bank Transfer,TXN00390,Success
PAY00391,POL00391,2023-06-17,184.75,Net Banking,TXN00391,Success
PAY00392,POL00392,2022-07-20,1696.38,Bank Transfer,TXN00392,Success
PAY00393,POL00393,2023-12-08,130.59,Net Banking,TXN00393,Success
PAY00394,POL00394,2022-07-15,1682.17,Debit Card,TXN00394,Success
PAY00395,POL00395,2022-09-03,1788.32,Debit Card,TXN00395,Success
PAY00396,POL00396,2022-06-10,636.37,Credit Card,TXN00396,Success
PAY00397,POL00397,2022-04-25,785.5,Credit Card,TXN00397,Success
PAY00398,POL00398,2023-01-29,386.32,Net Banking,TXN00398,Success
PAY00399,POL00399,2023-11-20,1179.29,Net Banking,TXN00399,Success
PAY00400,POL00400,2022-06-08,427.71,Credit Card,TXN00400,Success
PAY00401,POL00401,2023-02-06,169.88,Credit Card,TXN00401,Success
PAY00402,POL00402,2023-12-02,420.74,Debit Card,TXN00402,Success
PAY00403,POL00403,2023-10-23,788.99,Bank Transfer,TXN00403,Success
PAY00404,POL00404,2023-11-02,1352.18,Net Banking,TXN00404,Success
PAY00405,POL00405,2023-08-20,1616.74,Debit Card,TXN00405,Success
PAY00406,POL00406,2022-06-18,819.01,UPI,TXN00406,Success
PAY00407,POL00407,2023-06-29,902.95,Bank Transfer,TXN00407,Success
PAY00408,POL00408,2022-05-27,1888.6,Debit Card,TXN00408,Success
PAY00409,POL00409,2022-01-13,815.38,Debit Card,TXN00409,Success
PAY00410,POL00410,2023-07-29,1061.52,Credit Card,TXN00410,Success
PAY00411,POL00411,2023-10-02,258.96,Credit Card,TXN00411,Success
PAY00412,POL00412,2023-04-01,1599.81,Net Banking,TXN00412,Success
PAY00413,POL00413,2023-09-04,1790.3,Net Banking,TXN00413,Success
PAY00414,POL00414,2022-09-04,992.44,UPI,TXN00414,Success
PAY00415,POL00415,2022-12-11,238.84,Bank Transfer,TXN00415,Success
PAY00416,POL00416,2022-06-01,1596.49,Credit Card,TXN00416,Success
PAY00417,POL00417,2022-02-05,1251.76,Credit Card,TXN00417,Success
PAY00418,POL00418,2023-05-08,1316.03,Net Banking,TXN00418,Success
PAY00419,POL00419,2022-05-25,1682.53,Debit Card,TXN00419,Success
PAY00420,POL00420,2023-07-02,554.1,Debit Card,TXN00420,Success
PAY00421,POL00421,2023-12-27,399.93,Debit Card,TXN00421,Success
PAY00422,POL00422,2022-07-29,1026.23,UPI,TXN00422,Success
PAY00423,POL00423,2022-12-05,452.02,Credit Card,TXN00423,Success
PAY00424,POL00424,2022-05-15,441.66,UPI,TXN00424,Success
PAY00425,POL00425,2022-07-17,1116.79,Net Banking,TXN00425,Success
PAY00426,POL00426,2023-05-29,922.74,UPI,TXN00426,Success
PAY00427,POL00427,2022-06-15,215.09,UPI,TXN00427,Success
PAY00428,POL00428,2023-07-07,1071.71,Bank Transfer,TXN00428,Success
PAY00429,POL00429,2022-08-31,678.26,Bank Transfer,TXN00429,Success
PAY00430,POL00430,2022-01-22,218.96,UPI,TXN00430,Success
PAY00431,POL00431,2022-10-09,493.01,UPI,TXN00431,Success
PAY00432,POL00432,2022-05-10,1337.56,Credit Card,TXN00432,Success
PAY00433,POL00433,2022-10-14,1898.99,Net Banking,TXN00433,Success
PAY00434,POL00434,2023-11-09,942.33,Bank Transfer,TXN00434,Success
PAY00435,POL00435,2023-06-06,1011.57,Credit Card,TXN00435,Success
PAY00436,POL00436,2022-09-05,1869.87,Credit Card,TXN00436,Success
PAY00437,POL00437,2022-10-12,1793.78,UPI,TXN00437,Success
PAY00438,POL00438,2022-10-25,644.11,Net Banking,TXN00438,Success
PAY00439,POL00439,2023-12-24,1461.01,Debit Card,TXN00439,Success
PAY00440,POL00440,2023-11-04,280.23,Credit Card,TXN00440,Success
PAY00441,POL00441,2022-03-17,1852.44,Bank Transfer,TXN00441,Success
PAY00442,POL00442,2023-03-22,1538.48,Net Banking,TXN00442,Success
PAY00443,POL00443,2022-12-06,518.43,Credit Card,TXN00443,Success
PAY00444,POL00444,2023-02-21,1365.86,Credit Card,TXN00444,Success
PAY00445,POL00445,2022-04-29,835.23,Credit Card,TXN00445,Success
PAY00446,POL00446,2023-12-23,738.02,Credit Card,TXN00446,Success
PAY00447,POL00447,2023-01-24,1194.77,Credit Card,TXN00447,Success
PAY00448,POL00448,2023-10-15,775.07,Debit Card,TXN00448,Success
PAY00449,POL00449,2023-12-06,1361.28,Bank Transfer,TXN00449,Success
PAY00450,POL00450,2023-10-09,1652.38,Credit Card,TXN00450,Success
PAY00451,POL00451,2023-07-22,1119.86,Credit Card,TXN00451,Success
PAY00452,POL00452,2022-06-14,1432.46,Credit Card,TXN00452,Success
PAY00453,POL00453,2022-05-30,602.59,Net Banking,TXN00453,Success
PAY00454,POL00454,2023-10-08,202.22,Net Banking,TXN00454,Success
PAY00455,POL00455,2022-05-02,561.99,Bank Transfer,TXN00455,Success
PAY00456,POL00456,2022-12-02,1619.19,UPI,TXN00456,Success
PAY00457,POL00457,2023-03-23,1454.19,UPI,TXN00457,Success
PAY00458,POL00458,2022-07-17,1807.01,Credit Card,TXN00458,Success
PAY00459,POL00459,2023-02-27,482.3,Bank Transfer,TXN00459,Success
PAY00460,POL00460,2023-08-03,618.63,Bank Transfer,TXN00460,Success
PAY00461,POL00461,2023-07-31,1622.01,Debit Card,TXN00461,Success
PAY00462,POL00462,2022-04-29,350.07,Net Banking,TXN00462,Success
PAY00463,POL00463,2023-07-06,203.25,UPI,TXN00463,Success
PAY00464,POL00464,2023-03-21,820.04,Net Banking,TXN00464,Success
PAY00465,POL00465,2022-06-05,405.95,Bank Transfer,TXN00465,Success
PAY00466,POL00466,2022-07-21,1015.65,Net Banking,TXN00466,Success
PAY00467,POL00467,2022-05-04,1647.86,UPI,TXN00467,Success
PAY00468,POL00468,2022-07-15,1933.22,Debit Card,TXN00468,Success
PAY00469,POL00469,2023-05-10,1223.79,Credit Card,TXN00469,Success
PAY00470,POL00470,2023-05-04,1963.81,Bank Transfer,TXN00470,Success
PAY00471,POL00471,2022-10-04,891.11,Net Banking,TXN00471,Success
PAY00472,POL00472,2022-11-06,475.08,UPI,TXN00472,Success
PAY00473,POL00473,2024-01-01,1663.87,Debit Card,TXN00473,Success
PAY00474,POL00474,2023-04-28,1205.92,Bank Transfer,TXN00474,Success
PAY00475,POL00475,2022-09-03,1134.67,UPI,TXN00475,Success
PAY00476,POL00476,2023-12-24,101.22,Debit Card,TXN00476,Success
PAY00477,POL00477,2023-10-27,389.7,UPI,TXN00477,Success
PAY00478,POL00478,2023-03-05,1740.98,Net Banking,TXN00478,Success
PAY00479,POL00479,2023-01-17,1997.94,Credit Card,TXN00479,Success
PAY00480,POL00480,2022-08-14,1618.8,UPI,TXN00480,Success
PAY00481,POL00481,2022-12-02,453.2,UPI,TXN00481,Success
PAY00482,POL00482,2022-01-06,1999.72,Debit Card,TXN00482,Success
PAY00483,POL00483,2023-12-20,1807.02,Bank Transfer,TXN00483,Success
PAY00484,POL00484,2023-06-26,641.62,Bank Transfer,TXN00484,Success
PAY00485,POL00485,2023-03-12,228.23,Credit Card,TXN00485,Success
PAY00486,POL00486,2022-07-23,1388.2,Net Banking,TXN00486,Success
PAY00487,POL00487,2022-10-10,1755.11,Net Banking,TXN00487,Success
PAY00488,POL00488,2023-06-20,1633.23,UPI,TXN00488,Success
PAY00489,POL00489,2023-02-16,1513.37,UPI,TXN00489,Success
PAY00490,POL00490,2022-09-19,208.56,Bank Transfer,TXN00490,Success
PAY00491,POL00491,2022-07-25,128.46,Net Banking,TXN00491,Success
PAY00492,POL00492,2022-05-21,784.55,Credit Card,TXN00492,Success
PAY00493,POL00493,2022-06-08,1351.23,Net Banking,TXN00493,Success
PAY00494,POL00494,2023-10-14,1577.4,Credit Card,TXN00494,Success
PAY00495,POL00495,2023-02-25,392.94,Debit Card,TXN00495,Success
PAY00496,POL00496,2023-04-03,1711.65,UPI,TXN00496,Success
PAY00497,POL00497,2022-08-14,1056.95,Bank Transfer,TXN00497,Success
PAY00498,POL00498,2022-02-20,1976.97,UPI,TXN00498,Success
PAY00499,POL00499,2022-11-18,1445.09,Net Banking,TXN00499,Success
PAY00500,POL00500,2022-07-20,255.52,Credit Card,TXN00500,Success
PAY00501,POL00501,2023-05-30,115.17,Debit Card,TXN00501,Success
PAY00502,POL00502,2022-12-13,784.83,Bank Transfer,TXN00502,Success
PAY00503,POL00503,2022-07-22,682.4,Bank Transfer,TXN00503,Success
PAY00504,POL00504,2024-01-01,1848.71,UPI,TXN00504,Success
PAY00505,POL00505,2022-01-15,1567.03,Net Banking,TXN00505,Success
PAY00506,POL00506,2022-12-02,776.85,Credit Card,TXN00506,Success
PAY00507,POL00507,2022-03-11,786.49,UPI,TXN00507,Success
PAY00508,POL00508,2023-02-09,1020.64,Credit Card,TXN00508,Success
PAY00509,POL00509,2023-01-25,1667.19,Debit Card,TXN00509,Success
PAY00510,POL00510,2023-05-11,805.85,Credit Card,TXN00510,Success
PAY00511,POL00511,2023-08-24,1279.04,Net Banking,TXN00511,Success
PAY00512,POL00512,2022-03-12,368.78,Debit Card,TXN00512,Success
PAY00513,POL00513,2023-06-04,370.99,Debit Card,TXN00513,Success
PAY00514,POL00514,2023-01-18,129.97,Net Banking,TXN00514,Success
PAY00515,POL00515,2022-03-01,511.63,Bank Transfer,TXN00515,Success
PAY00516,POL00516,2022-01-16,1845.75,Debit Card,TXN00516,Success
PAY00517,POL00517,2022-06-14,625.8,Credit Card,TXN00517,Success
PAY00518,POL00518,2023-05-26,205.54,Debit Card,TXN00518,Success
PAY00519,POL00519,2022-09-10,1978.94,Credit Card,TXN00519,Success
PAY00520,POL00520,2022-03-06,1253.81,Credit Card,TXN00520,Success
PAY00521,POL00521,2022-02-12,284.62,Debit Card,TXN00521,Success
PAY00522,POL00522,2022-01-27,1667.85,Debit Card,TXN00522,Success
PAY00523,POL00523,2023-02-19,1462.66,Credit Card,TXN00523,Success
PAY00524,POL00524,2023-10-21,667.34,Net Banking,TXN00524,Success
PAY00525,POL00525,2022-05-06,665.93,Bank Transfer,TXN00525,Success
PAY00526,POL00526,2022-01-21,1440.33,Net Banking,TXN00526,Success
PAY00527,POL00527,2022-12-14,1203.18,UPI,TXN00527,Success
PAY00528,POL00528,2022-07-21,724.68,Credit Card,TXN00528,Success
PAY00529,POL00529,2022-07-03,1738.96,Debit Card,TXN00529,Success
PAY00530,POL00530,2023-12-19,1534.3,Bank Transfer,TXN00530,Success
PAY00531,POL00531,2022-03-19,1851.97,UPI,TXN00531,Success
PAY00532,POL00532,2023-12-02,1407.22,Credit Card,TXN00532,Success
PAY00533,POL00533,2023-07-20,1553.48,Credit Card,TXN00533,Success
PAY00534,POL00534,2022-07-25,489.07,Bank Transfer,TXN00534,Success
PAY00535,POL00535,2022-08-10,1229.41,Bank Transfer,TXN00535,Success
PAY00536,POL00536,2022-11-18,1165.2,Bank Transfer,TXN00536,Success
PAY00537,POL00537,2022-04-27,289.08,Bank Transfer,TXN00537,Success
PAY00538,POL00538,2022-07-04,498.37,UPI,TXN00538,Success
PAY00539,POL00539,2022-04-02,926.38,Credit Card,TXN00539,Success
PAY00540,POL00540,2023-03-25,621.41,Credit Card,TXN00540,Success
PAY00541,POL00541,2022-09-08,736.22,Bank Transfer,TXN00541,Success
PAY00542,POL00542,2022-08-30,1791.34,Debit Card,TXN00542,Success
PAY00543,POL00543,2022-02-03,1117.32,Bank Transfer,TXN00543,Success
PAY00544,POL00544,2022-10-12,981.27,Credit Card,TXN00544,Success
PAY00545,POL00545,2023-02-21,1859.1,Bank Transfer,TXN00545,Success
PAY00546,POL00546,2022-01-29,221.08,Bank Transfer,TXN00546,Success
PAY00547,POL00547,2023-03-09,1376.12,Credit Card,TXN00547,Success
PAY00548,POL00548,2022-08-27,949.02,Credit Card,TXN00548,Success
PAY00549,POL00549,2023-06-09,1256.64,Bank Transfer,TXN00549,Success
PAY00550,POL00550,2023-03-05,263.91,Net Banking,TXN00550,Success
PAY00551,POL00551,2022-06-03,1344.26,Net Banking,TXN00551,Success
PAY00552,POL00552,2022-03-05,999.31,Net Banking,TXN00552,Success
PAY00553,POL00553,2022-04-23,462.33,UPI,TXN00553,Success
PAY00554,POL00554,2023-04-25,861.95,Bank Transfer,TXN00554,Success
PAY00555,POL00555,2022-01-03,1132.95,UPI,TXN00555,Success
PAY00556,POL00556,2022-08-17,592.23,Debit Card,TXN00556,Success
PAY00557,POL00557,2022-08-30,936.31,UPI,TXN00557,Success
PAY00558,POL00558,2022-10-19,355.04,UPI,TXN00558,Success
PAY00559,POL00559,2023-11-23,844.52,Credit Card,TXN00559,Success
PAY00560,POL00560,2023-09-05,1997.33,Bank Transfer,TXN00560,Success
PAY00561,POL00561,2023-10-21,1614.12,Debit Card,TXN00561,Success
PAY00562,POL00562,2023-12-12,1855.38,UPI,TXN00562,Success
PAY00563,POL00563,2023-03-09,1688.09,Debit Card,TXN00563,Success
PAY00564,POL00564,2022-02-10,1183.48,Net Banking,TXN00564,Success
PAY00565,POL00565,2023-03-29,270.8,Debit Card,TXN00565,Success
PAY00566,POL00566,2022-09-24,295.49,Net Banking,TXN00566,Success
PAY00567,POL00567,2023-12-11,875.07,Bank Transfer,TXN00567,Success
PAY00568,POL00568,2023-09-21,889.79,Net Banking,TXN00568,Success
PAY00569,POL00569,2022-12-09,870.8,Credit Card,TXN00569,Success
PAY00570,POL00570,2023-12-24,416.8,Credit Card,TXN00570,Success
PAY00571,POL00571,2023-12-19,1669.7,Net Banking,TXN00571,Success
PAY00572,POL00572,2022-03-07,151.25,Bank Transfer,TXN00572,Success
PAY00573,POL00573,2022-07-12,485.86,Debit Card,TXN00573,Success
PAY00574,POL00574,2023-08-08,644.78,UPI,TXN00574,Success
PAY00575,POL00575,2023-11-09,232.63,Debit Card,TXN00575,Success
PAY00576,POL00576,2023-05-13,801.77,UPI,TXN00576,Success
PAY00577,POL00577,2023-04-10,374.01,UPI,TXN00577,Success
PAY00578,POL00578,2023-07-03,681.26,Net Banking,TXN00578,Success
PAY00579,POL00579,2022-07-09,1567.02,Credit Card,TXN00579,Success
PAY00580,POL00580,2023-04-07,1541.12,Debit Card,TXN00580,Success
PAY00581,POL00581,2023-10-23,900.15,Debit Card,TXN00581,Success
PAY00582,POL00582,2022-06-14,1852.92,Bank Transfer,TXN00582,Success
PAY00583,POL00583,2022-11-20,294.05,UPI,TXN00583,Success
PAY00584,POL00584,2023-11-23,224.32,UPI,TXN00584,Success
PAY00585,POL00585,2023-11-19,808.3,Credit Card,TXN00585,Success
PAY00586,POL00586,2023-05-17,1558.7,Debit Card,TXN00586,Success
PAY00587,POL00587,2022-09-18,1907.42,Net Banking,TXN00587,Success
PAY00588,POL00588,2022-07-31,490.16,Net Banking,TXN00588,Success
PAY00589,POL00589,2023-05-12,1871.37,Net Banking,TXN00589,Success
PAY00590,POL00590,2022-01-05,496.56,Credit Card,TXN00590,Success
PAY00591,POL00591,2022-12-17,740.43,Debit Card,TXN00591,Success
PAY00592,POL00592,2022-12-13,702.98,Bank Transfer,TXN00592,Success
PAY00593,POL00593,2022-01-30,903.68,Net Banking,TXN00593,Success
PAY00594,POL00594,2023-08-25,606.15,Bank Transfer,TXN00594,Success
PAY00595,POL00595,2022-06-27,507.6,UPI,TXN00595,Success
PAY00596,POL00596,2023-10-28,266.62,Bank Transfer,TXN00596,Success
PAY00597,POL00597,2023-12-21,1542.87,Credit Card,TXN00597,Success
PAY00598,POL00598,2023-06-01,1496.75,Net Banking,TXN00598,Success
PAY00599,POL00599,2023-08-28,954.0,Net Banking,TXN00599,Success
PAY00600,POL00600,2023-08-20,158.39,Net Banking,TXN00600,Success
PAY00601,POL00601,2022-05-04,983.18,Net Banking,TXN00601,Success
PAY00602,POL00602,2022-04-09,810.34,Debit Card,TXN00602,Success
PAY00603,POL00603,2023-12-14,1004.54,Credit Card,TXN00603,Success
PAY00604,POL00604,2023-03-16,1479.55,Debit Card,TXN00604,Success
PAY00605,POL00605,2023-11-11,1666.34,Debit Card,TXN00605,Success
PAY00606,POL00606,2022-11-14,1628.74,Credit Card,TXN00606,Success
PAY00607,POL00607,2022-06-20,916.92,Credit Card,TXN00607,Success
PAY00608,POL00608,2023-01-21,1857.32,Net Banking,TXN00608,Success
PAY00609,POL00609,2022-08-07,225.57,Net Banking,TXN00609,Success
PAY00610,POL00610,2023-10-25,513.85,Net Banking,TXN00610,Success
PAY00611,POL00611,2023-12-17,623.15,Net Banking,TXN00611,Success
PAY00612,POL00612,2022-04-23,964.2,Bank Transfer,TXN00612,Success
PAY00613,POL00613,2022-02-12,1897.44,Net Banking,TXN00613,Success
PAY00614,POL00614,2023-06-29,267.55,Debit Card,TXN00614,Success
PAY00615,POL00615,2022-01-26,1252.69,Debit Card,TXN00615,Success
PAY00616,POL00616,2023-08-05,395.17,Debit Card,TXN00616,Success
PAY00617,POL00617,2022-11-21,338.08,Bank Transfer,TXN00617,Success
PAY00618,POL00618,2022-11-03,235.23,Credit Card,TXN00618,Success
PAY00619,POL00619,2023-05-05,1096.01,Bank Transfer,TXN00619,Success
PAY00620,POL00620,2023-11-10,200.51,Credit Card,TXN00620,Success
PAY00621,POL00621,2023-10-01,590.7,Net Banking,TXN00621,Success
PAY00622,POL00622,2022-01-16,779.26,Net Banking,TXN00622,Success
PAY00623,POL00623,2023-01-28,478.0,Net Banking,TXN00623,Success
PAY00624,POL00624,2023-10-17,1526.24,UPI,TXN00624,Success
PAY00625,POL00625,2022-05-10,917.09,Debit Card,TXN00625,Success
PAY00626,POL00626,2022-12-19,813.27,UPI,TXN00626,Success
PAY00627,POL00627,2022-01-24,130.43,Net Banking,TXN00627,Success
PAY00628,POL00628,2023-12-04,1538.52,Net Banking,TXN00628,Success
PAY00629,POL00629,2022-04-13,345.26,Net Banking,TXN00629,Success
PAY00630,POL00630,2023-07-05,1586.03,Debit Card,TXN00630,Success
PAY00631,POL00631,2023-03-31,153.39,Bank Transfer,TXN00631,Success
PAY00632,POL00632,2023-03-19,1301.57,Bank Transfer,TXN00632,Success
PAY00633,POL00633,2023-03-25,1086.76,Bank Transfer,TXN00633,Success
PAY00634,POL00634,2022-04-07,1769.91,UPI,TXN00634,Success
PAY00635,POL00635,2022-02-20,1150.97,UPI,TXN00635,Success
PAY00636,POL00636,2022-06-13,410.06,Credit Card,TXN00636,Success
PAY00637,POL00637,2023-05-20,1433.31,Bank Transfer,TXN00637,Success
PAY00638,POL00638,2022-08-23,1096.11,Bank Transfer,TXN00638,Success
PAY00639,POL00639,2023-06-22,1941.3,Bank Transfer,TXN00639,Success
PAY00640,POL00640,2022-02-03,125.5,Credit Card,TXN00640,Success
PAY00641,POL00641,2022-09-03,1653.97,Debit Card,TXN00641,Success
PAY00642,POL00642,2023-04-24,423.39,Credit Card,TXN00642,Success
PAY00643,POL00643,2023-04-22,569.34,UPI,TXN00643,Success
PAY00644,POL00644,2023-05-23,1509.1,UPI,TXN00644,Success
PAY00645,POL00645,2022-08-07,1505.23,UPI,TXN00645,Success
PAY00646,POL00646,2023-10-26,1269.16,UPI,TXN00646,Success
PAY00647,POL00647,2022-03-01,515.27,Credit Card,TXN00647,Success
PAY00648,POL00648,2022-11-26,1546.22,Net Banking,TXN00648,Success
PAY00649,POL00649,2022-01-30,1675.49,Bank Transfer,TXN00649,Success
PAY00650,POL00650,2023-07-31,1830.32,Debit Card,TXN00650,Success
PAY00651,POL00651,2023-01-06,360.03,Credit Card,TXN00651,Success
PAY00652,POL00652,2022-04-16,614.09,Bank Transfer,TXN00652,Success
PAY00653,POL00653,2023-08-09,1500.78,Credit Card,TXN00653,Success
PAY00654,POL00654,2022-10-05,366.22,Bank Transfer,TXN00654,Success
PAY00655,POL00655,2023-01-08,978.22,Debit Card,TXN00655,Success
PAY00656,POL00656,2023-07-06,1454.68,Credit Card,TXN00656,Success
PAY00657,POL00657,2022-12-01,519.64,Bank Transfer,TXN00657,Success
PAY00658,POL00658,2023-06-24,1568.29,Debit Card,TXN00658,Success
PAY00659,POL00659,2023-02-09,1492.16,Bank Transfer,TXN00659,Success
PAY00660,POL00660,2023-12-28,1283.99,UPI,TXN00660,Success
PAY00661,POL00661,2023-12-22,1925.34,Bank Transfer,TXN00661,Success
PAY00662,POL00662,2022-03-05,483.21,Bank Transfer,TXN00662,Success
PAY00663,POL00663,2022-11-21,691.17,Debit Card,TXN00663,Success
PAY00664,POL00664,2023-08-23,324.56,UPI,TXN00664,Success
PAY00665,POL00665,2022-11-24,1417.69,Net Banking,TXN00665,Success
PAY00666,POL00666,2023-11-08,1866.66,Credit Card,TXN00666,Success
PAY00667,POL00667,2023-04-24,232.85,Debit Card,TXN00667,Success
PAY00668,POL00668,2023-01-12,1041.0,Debit Card,TXN00668,Success
PAY00669,POL00669,2022-06-27,1163.23,Debit Card,TXN00669,Success
PAY00670,POL00670,2022-09-20,1196.39,Debit Card,TXN00670,Success
PAY00671,POL00671,2022-08-24,1010.61,Net Banking,TXN00671,Success
PAY00672,POL00672,2023-01-04,1026.44,Debit Card,TXN00672,Success
PAY00673,POL00673,2022-11-19,1299.15,Net Banking,TXN00673,Success
PAY00674,POL00674,2022-06-15,232.04,Credit Card,TXN00674,Success
PAY00675,POL00675,2023-09-19,1547.06,Debit Card,TXN00675,Success
PAY00676,POL00676,2023-08-10,1580.13,Credit Card,TXN00676,Success
PAY00677,POL00677,2023-11-18,950.46,Net Banking,TXN00677,Success
PAY00678,POL00678,2023-04-05,1366.81,Bank Transfer,TXN00678,Success
PAY00679,POL00679,2022-10-13,1139.83,Debit Card,TXN00679,Success
PAY00680,POL00680,2022-12-30,1165.79,UPI,TXN00680,Success
PAY00681,POL00681,2023-12-25,1842.1,Net Banking,TXN00681,Success
PAY00682,POL00682,2022-09-21,1605.84,Bank Transfer,TXN00682,Success
PAY00683,POL00683,2022-06-07,1639.46,UPI,TXN00683,Success
PAY00684,POL00684,2022-04-15,1615.08,Net Banking,TXN00684,Success
PAY00685,POL00685,2022-10-31,1999.42,Bank Transfer,TXN00685,Success
PAY00686,POL00686,2023-11-20,666.1,Debit Card,TXN00686,Success
PAY00687,POL00687,2022-03-28,424.31,Net Banking,TXN00687,Success
PAY00688,POL00688,2023-04-09,1405.24,Net Banking,TXN00688,Success
PAY00689,POL00689,2023-01-13,660.06,Net Banking,TXN00689,Success
PAY00690,POL00690,2022-07-19,1926.92,UPI,TXN00690,Success
PAY00691,POL00691,2023-09-30,1538.74,UPI,TXN00691,Success
PAY00692,POL00692,2022-04-11,1588.6,Net Banking,TXN00692,Success
PAY00693,POL00693,2023-07-08,684.83,Credit Card,TXN00693,Success
PAY00694,POL00694,2022-01-16,1713.03,Bank Transfer,TXN00694,Success
PAY00695,POL00695,2023-08-18,1437.9,Debit Card,TXN00695,Success
PAY00696,POL00696,2022-04-26,1180.43,Debit Card,TXN00696,Success
PAY00697,POL00697,2022-12-02,110.84,UPI,TXN00697,Success
PAY00698,POL00698,2022-02-26,710.94,UPI,TXN00698,Success
PAY00699,POL00699,2022-08-10,675.69,Debit Card,TXN00699,Success
PAY00700,POL00700,2023-07-12,210.15,Net Banking,TXN00700,Success
PAY00701,POL00701,2023-01-08,664.31,Debit Card,TXN00701,Success
PAY00702,POL00702,2023-07-11,512.92,Debit Card,TXN00702,Success
PAY00703,POL00703,2023-11-04,978.29,Bank Transfer,TXN00703,Success
PAY00704,POL00704,2023-02-05,439.79,Debit Card,TXN00704,Success
PAY00705,POL00705,2023-10-16,560.7,Debit Card,TXN00705,Success
PAY00706,POL00706,2023-05-31,367.3,Credit Card,TXN00706,Success
PAY00707,POL00707,2022-01-11,1157.72,UPI,TXN00707,Success
PAY00708,POL00708,2023-11-26,1409.19,Debit Card,TXN00708,Success
PAY00709,POL00709,2023-02-21,474.72,Bank Transfer,TXN00709,Success
PAY00710,POL00710,2023-06-03,1003.11,Net Banking,TXN00710,Success
PAY00711,POL00711,2022-05-15,289.73,UPI,TXN00711,Success
PAY00712,POL00712,2023-01-30,527.59,Credit Card,TXN00712,Success
PAY00713,POL00713,2022-12-29,1616.95,Net Banking,TXN00713,Success
PAY00714,POL00714,2023-05-05,993.08,Credit Card,TXN00714,Success
PAY00715,POL00715,2023-12-14,1676.32,Net Banking,TXN00715,Success
PAY00716,POL00716,2023-11-19,245.85,Debit Card,TXN00716,Success
PAY00717,POL00717,2022-06-06,1241.25,Credit Card,TXN00717,Success
PAY00718,POL00718,2023-07-11,1831.31,UPI,TXN00718,Success
PAY00719,POL00719,2022-09-06,1216.4,Credit Card,TXN00719,Success
PAY00720,POL00720,2022-07-19,1356.64,UPI,TXN00720,Success
PAY00721,POL00721,2022-03-03,854.81,Net Banking,TXN00721,Success
PAY00722,POL00722,2022-12-18,466.57,Credit Card,TXN00722,Success
PAY00723,POL00723,2023-11-06,381.13,Credit Card,TXN00723,Success
PAY00724,POL00724,2022-01-12,1880.49,Bank Transfer,TXN00724,Success
PAY00725,POL00725,2023-02-07,562.19,Credit Card,TXN00725,Success
PAY00726,POL00726,2022-10-16,239.41,Bank Transfer,TXN00726,Success
PAY00727,POL00727,2023-12-01,1197.92,Credit Card,TXN00727,Success
PAY00728,POL00728,2023-03-29,1001.99,Credit Card,TXN00728,Success
PAY00729,POL00729,2023-08-18,338.7,Net Banking,TXN00729,Success
PAY00730,POL00730,2023-01-02,1960.81,UPI,TXN00730,Success
PAY00731,POL00731,2023-10-06,1774.03,Credit Card,TXN00731,Success
PAY00732,POL00732,2023-08-20,320.08,Net Banking,TXN00732,Success
PAY00733,POL00733,2023-05-05,778.37,Credit Card,TXN00733,Success
PAY00734,POL00734,2023-09-21,648.5,Net Banking,TXN00734,Success
PAY00735,POL00735,2022-03-07,1981.42,Bank Transfer,TXN00735,Success
PAY00736,POL00736,2022-12-14,803.17,UPI,TXN00736,Success
PAY00737,POL00737,2022-06-15,486.51,Net Banking,TXN00737,Success
PAY00738,POL00738,2022-11-26,1615.53,Debit Card,TXN00738,Success
PAY00739,POL00739,2023-06-10,1631.24,Bank Transfer,TXN00739,Success
PAY00740,POL00740,2022-03-20,368.07,Credit Card,TXN00740,Success
PAY00741,POL00741,2023-09-06,950.42,Credit Card,TXN00741,Success
PAY00742,POL00742,2023-02-27,121.15,Credit Card,TXN00742,Success
PAY00743,POL00743,2022-10-11,1333.87,UPI,TXN00743,Success
